route_id,repeat_id,fold_id,component,loss_full,loss_reduced,delta_loss,delta_loss_clamped,share,defined
pooled_spatiotemporal_no_age,4,fold_001,Spatial,1.3151128864077435,1.389020173594005,0.0739072871862616,0.0739072871862616,47.499455381771995,TRUE
pooled_spatiotemporal_no_age,4,fold_001,Associations,1.3151128864077435,1.2590791601263729,-0.0560337262813706,0,0,TRUE
pooled_spatiotemporal_no_age,4,fold_002,Abiotic,1.1843800489700647,1.264812333949665,0.08043228497960042,0.08043228497960042,19.414584376882154,TRUE
pooled_spatiotemporal_no_age,4,fold_002,Spatial,1.1843800489700647,1.5182357210140247,0.33385567204396005,0.33385567204396005,80.58541562311785,TRUE
pooled_spatiotemporal_no_age,4,fold_002,Associations,1.1843800489700647,1.125546734812616,-0.058833314157448635,0,0,TRUE
pooled_spatiotemporal_no_age,4,fold_003,Abiotic,1.322573496130025,1.3404125511764118,0.01783905504638672,0.01783905504638672,20.376759473896648,TRUE
pooled_spatiotemporal_no_age,4,fold_003,Spatial,1.322573496130025,1.392280525480616,0.06970702935059103,0.06970702935059103,79.62324052610336,TRUE
pooled_spatiotemporal_no_age,4,fold_003,Associations,1.322573496130025,1.2228859274603683,-0.09968756866965678,0,0,TRUE
pooled_spatiotemporal_no_age,4,fold_004,Abiotic,1.3234792398231974,1.4260780401972708,0.10259880037407343,0.10259880037407343,44.25511714319617,TRUE
pooled_spatiotemporal_no_age,4,fold_004,Spatial,1.3234792398231974,1.452715325440036,0.12923608561683864,0.12923608561683864,55.74488285680383,TRUE
pooled_spatiotemporal_no_age,4,fold_004,Associations,1.3234792398231974,1.1635120758545656,-0.15996716396863175,0,0,TRUE
pooled_spatiotemporal_no_age,4,fold_005,Abiotic,1.3506185148303476,1.4034644860785035,0.05284597124815593,0.05284597124815593,48.03671056189586,TRUE
pooled_spatiotemporal_no_age,4,fold_005,Spatial,1.3506185148303476,1.4077841797454616,0.05716566491511399,0.05716566491511399,51.963289438104134,TRUE
pooled_spatiotemporal_no_age,4,fold_005,Associations,1.3506185148303476,1.3171525767325798,-0.03346593809776777,0,0,TRUE
pooled_spatiotemporal_no_age,5,fold_001,Abiotic,1.25097505388817,1.3662516896653187,0.11527663577714864,0.11527663577714864,46.4018206614359,TRUE
pooled_spatiotemporal_no_age,5,fold_001,Spatial,1.25097505388817,1.38412969544871,0.1331546415605398,0.1331546415605398,53.5981793385641,TRUE
